card_1,card_2,weight
Aya Blackpaw,Volatile Elemental,1
Aya Blackpaw,Witchwood Grizzly,1
Azalina Soulthief,Awaken the Makers,1
Azalina Soulthief,Backstab,1
Azalina Soulthief,Bronze Gatekeeper,1
Azalina Soulthief,Damaged Stegotron,1
Azalina Soulthief,Direhorn Hatchling,1
Azalina Soulthief,Direhorn Matriarch,1
Azalina Soulthief,Eternium Rover,1
Azalina Soulthief,Flame Elemental,1
Azalina Soulthief,Flametongue Totem,1
Azalina Soulthief,Giggling Inventor,1
Azalina Soulthief,Glacial Shard,1
Azalina Soulthief,Ironbeak Owl,1
Azalina Soulthief,Jasper Spellstone,1
Azalina Soulthief,Kingsbane,1
Azalina Soulthief,Lab Recruiter,1
Azalina Soulthief,Lord Godfrey,1
Azalina Soulthief,Malfurion the Pestilent,1
Azalina Soulthief,Mecha'thun,1
Azalina Soulthief,Mind Blast,1
Azalina Soulthief,Mind Control,1
Azalina Soulthief,Mind Vision,1
Azalina Soulthief,Mirror Entity,1
Azalina Soulthief,Obliterate,1
Azalina Soulthief,Open the Waygate,1
Azalina Soulthief,Polymorph,1
Azalina Soulthief,Psychic Scream,1
Azalina Soulthief,Reckless Flurry,1
Azalina Soulthief,Shadow Visions,1
Azalina Soulthief,Shroom Brewer,1
Azalina Soulthief,Stitched Tracker,1
Azalina Soulthief,Storm Chaser,1
Azalina Soulthief,Sunfury Protector,1
Azalina Soulthief,Tidal Surge,1
Azalina Soulthief,Un'Goro Pack,1
Azalina Soulthief,Vilespine Slayer,1
Azalina Soulthief,Wandering Monster,1
Azalina Soulthief,Zilliax,1
Azure Drake,Alexstrasza,1
Azure Drake,Antique Healbot,1
Azure Drake,Big Game Hunter,1
Azure Drake,Buccaneer,1
Azure Drake,Coldlight Oracle,1
Azure Drake,Corpsetaker,1
Azure Drake,Divine Hymn,1
Azure Drake,Doomsayer,1
Azure Drake,Dragon Roar,1
Azure Drake,Duskbreaker,1
Azure Drake,Fal'dorei Strider,1
Azure Drake,Far Sight,1
Azure Drake,Firetree Witchdoctor,1
Azure Drake,Flamestrike,1
Azure Drake,Flametongue Totem,1
Azure Drake,Flash of Light,1
Azure Drake,Forgotten Torch,1
Azure Drake,Frog,1
Azure Drake,Frostbolt,1
Azure Drake,Fungal Enchanter,1
Azure Drake,Gadgetzan Auctioneer,1
Azure Drake,Giggling Inventor,1
Azure Drake,Grimscale Oracle,1
Azure Drake,Hallucination,1
Azure Drake,Hydrologist,1
Azure Drake,Ice Barrier,1
Azure Drake,Inner Fire,1
Azure Drake,Jade Lightning,1
Azure Drake,Jade Spirit,1
Azure Drake,Kazakus,1
Azure Drake,Living Roots,1
Azure Drake,Loot Hoarder,1
Azure Drake,Malfurion the Pestilent,1
Azure Drake,Mark of the Lotus,1
Azure Drake,Microtech Controller,1
Azure Drake,Militia Commander,1
Azure Drake,Mind Blast,1
Azure Drake,Mirror Entity,1
Azure Drake,Mirror Image,1
Azure Drake,Molten Reflection,1
Azure Drake,Power Word: Shield,1
Azure Drake,Primordial Drake,1
Azure Drake,Shadow Word: Pain,1
Azure Drake,Skulking Geist,1
Azure Drake,Slam,1
Azure Drake,Sylvanas Windrunner,1
Azure Drake,Valeera the Hollow,1
Azure Drake,Venomstrike Trap,1
Azure Drake,Vilespine Slayer,1
Azure Drake,Water Elemental,1
Azure Drake,Wrath,1
Backstab,Aluneth,1
Backstab,Amara,1
Backstab,Animal Companion,1
Backstab,Arcane Explosion,1
Backstab,Arcane Intellect,1
Backstab,Arena Fanatic,1
Backstab,Aya Blackpaw,1
Backstab,Azure Drake,1
Backstab,Banana Buffoon,1
Backstab,Bittertide Hydra,1
Backstab,Blackwald Pixie,1
Backstab,Bloodsail Corsair,1
Backstab,Bluegill Warrior,1
Backstab,Bonemare,1
Backstab,Candleshot,1
Backstab,Cheaty Anklebiter,1
Backstab,Crystallizer,1
Backstab,Crystalsmith Kangor,1
Backstab,Cursed Disciple,1
Backstab,Dark Iron Dwarf,1
Backstab,Death Coil,1
Backstab,Defile,1
Backstab,Deranged Doctor,1
Backstab,Dire Wolf Alpha,1
Backstab,Doomhammer,1
Backstab,Doubling Imp,1
Backstab,Dragon's Fury,1
Backstab,Dragoncaller Alanna,1
Backstab,Dragonslayer,1
Backstab,Drygulch Jailor,1
Backstab,Elise the Trailblazer,1
Backstab,Emperor Thaurissan,1
Backstab,Eternium Rover,1
Backstab,Explosive Trap,1
Backstab,Extra Arms,1
Backstab,Far Sight,1
Backstab,Felsoul Inquisitor,1
Backstab,Flame Imp,1
Backstab,Flanking Strike,1
Backstab,Freezing Trap,1
Backstab,Frost Nova,1
Backstab,Frostmourne,1
Backstab,Glow-Tron,1
Backstab,Hellfire,1
Backstab,Ice Barrier,1
Backstab,Inner Fire,1
Backstab,Jade Spirit,1
Backstab,Kaboom Bot,1
Backstab,King Mukla,1
Backstab,Kirin Tor Mage,1
Backstab,Lakkari Felhound,1
Backstab,Landscaping,1
Backstab,Leyline Manipulator,1
Backstab,Lightning Storm,1
Backstab,Lightwarden,1
Backstab,Mad Scientist,1
Backstab,Malygos,1
Backstab,Mass Hysteria,1
Backstab,Microtech Controller,1
Backstab,Militia Commander,1
Backstab,Mind Control Tech,1
Backstab,Mossy Horror,1
Backstab,Murkspark Eel,1
Backstab,Naga Corsair,1
Backstab,Nesting Roc,1
Backstab,Nightmare Amalgam,1
Backstab,Nourish,1
Backstab,Omega Assembly,1
Backstab,Polymorph,1
Backstab,Power Word: Shield,1
Backstab,Primordial Drake,1
Backstab,Psychic Scream,1
Backstab,Radiant Elemental,1
Backstab,Raid Leader,1
Backstab,Rain of Toads,1
Backstab,Rat Trap,1
Backstab,Ravencaller,1
Backstab,Rockbiter Weapon,1
Backstab,Rusty Recycler,1
Backstab,Secret Plan,1
Backstab,Security Rover,1
Backstab,Shadow Visions,1
Backstab,Shadow Word: Pain,1
Backstab,Shadowreaper Anduin,1
Backstab,Sharkfin Fan,1
Backstab,Shattered Sun Cleric,1
Backstab,Skulking Geist,1
Backstab,Slam,1
Backstab,Sleepy Dragon,1
Backstab,Soul Infusion,1
Backstab,Spellbreaker,1
Backstab,Spirit Lash,1
Backstab,Starfall,1
Backstab,Stubborn Gastropod,1
Backstab,Swift Messenger,1
Backstab,Sylvanas Windrunner,1
Backstab,The Caverns Below,1
Backstab,Twilight's Call,1
Backstab,Twilight Drake,1
Backstab,Unbound Elemental,1
Backstab,Unstable Evolution,1
Backstab,Upgradeable Framebot,1
Backstab,Violet Wurm,1
Backstab,Wandering Monster,1
Backstab,Wax Elemental,1
Backstab,Wild Growth,1
Backstab,Wolfrider,1
Backstab,Youthful Brewmaster,1
Baited Arrow,Annoy-o-Tron,1
Baited Arrow,Arfus,1
Baited Arrow,Argent Commander,1
Baited Arrow,Argent Squire,1
Baited Arrow,Backstab,1
Baited Arrow,Banana Buffoon,1
Baited Arrow,Bloodmage Thalnos,1
Baited Arrow,Branching Paths,1
Baited Arrow,Cave Hydra,1
Baited Arrow,Chillwind Yeti,1
Baited Arrow,Crowd Roaster,1
Baited Arrow,Crushing Walls,1
Baited Arrow,Death Coil,1
Baited Arrow,Dire Frenzy,1
Baited Arrow,Doomsayer,1
Baited Arrow,Duskbreaker,1
Baited Arrow,Green Jelly,1
Baited Arrow,Harvest Golem,1
Baited Arrow,Helpless Hatchling,1
Baited Arrow,Hench-Clan Thug,1
Baited Arrow,Hyldnir Frostrider,1
Baited Arrow,Jan'alai,1
Baited Arrow,King Mukla,1
Baited Arrow,Kobold Librarian,1
Baited Arrow,Lifedrinker,1
Baited Arrow,Mana Tide Totem,1
Baited Arrow,Mass Hysteria,1
Baited Arrow,Master's Call,1
Baited Arrow,Mossy Horror,1
Baited Arrow,Naga Corsair,1
Baited Arrow,Northshire Cleric,1
Baited Arrow,Novice Engineer,1
Baited Arrow,Patches the Pirate,1
Baited Arrow,Pterrordax Hatchling,1
Baited Arrow,Rabid Worgen,1
Baited Arrow,Raging Worgen,1
Baited Arrow,Rusty Recycler,1
Baited Arrow,Sea Giant,1
Baited Arrow,Shadow Visions,1
Baited Arrow,Sheep,1
Baited Arrow,Snake Trap,1
Baited Arrow,Spring Rocket,1
Baited Arrow,Stampeding Kodo,1
Baited Arrow,Stonehill Defender,1
Baited Arrow,Sunwalker,1
Baited Arrow,Tanglefur Mystic,1
Baited Arrow,Tar Creeper,1
Baited Arrow,Timber Wolf,1
Baited Arrow,Twilight's Call,1
Baited Arrow,Twilight Drake,1
Baited Arrow,Venomstrike Trap,1
Baited Arrow,Voltaic Burst,1
Baited Arrow,Witchwood Piper,1
Baited Arrow,Wolf,1
Baited Arrow,Wolfrider,1
Baku the Mooneater,Alexstrasza,1
Baku the Mooneater,Amani War Bear,1
Baku the Mooneater,Annoy-o-Module,1
Baku the Mooneater,Archbishop Benedictus,1
Baku the Mooneater,Argent Horserider,1
Baku the Mooneater,Augmented Elekk,1
Baku the Mooneater,Bananas,1
Baku the Mooneater,Beryllium Nullifier,1
Baku the Mooneater,Blast Wave,1
Baku the Mooneater,Bronze Gatekeeper,1
Baku the Mooneater,Carnivorous Cube,1
Baku the Mooneater,Cinderstorm,1
Baku the Mooneater,Cornered Sentry,1
Baku the Mooneater,Crowd Roaster,1
Baku the Mooneater,Crystallizer,1
Baku the Mooneater,Darius Crowley,1
Baku the Mooneater,Dark Iron Skulker,1
Baku the Mooneater,Deathlord,1
Baku the Mooneater,Doubling Imp,1
Baku the Mooneater,Dragoncaller Alanna,1
Baku the Mooneater,Dragonmaw Scorcher,1
Baku the Mooneater,Explosive Trap,1
Baku the Mooneater,Far Sight,1
Baku the Mooneater,Fiery War Axe,1
Baku the Mooneater,Fire Plume Phoenix,1
Baku the Mooneater,Flanking Strike,1
Baku the Mooneater,Forked Lightning,1
Baku the Mooneater,Frog,1
Baku the Mooneater,Frothing Berserker,1
Baku the Mooneater,Furious Ettin,1
Baku the Mooneater,Galvanizer,1
Baku the Mooneater,Glacial Shard,1
Baku the Mooneater,Glow-Tron,1
Baku the Mooneater,Greater Healing Potion,1
Baku the Mooneater,Greedy Sprite,1
Baku the Mooneater,Hadronox,1
Baku the Mooneater,Harrison Jones,1
Baku the Mooneater,High Priest Thekal,1
Baku the Mooneater,Hunter's Mark,1
Baku the Mooneater,Hydrologist,1
Baku the Mooneater,Level Up!,1
Baku the Mooneater,Lifedrinker,1
Baku the Mooneater,Lightning Storm,1
Baku the Mooneater,Lightwarden,1
Baku the Mooneater,Loot Hoarder,1
Baku the Mooneater,Mass Hysteria,1
Baku the Mooneater,Master's Call,1
Baku the Mooneater,Mecharoo,1
Baku the Mooneater,Menacing Nimbus,1
Baku the Mooneater,Mountain Giant,1
Baku the Mooneater,Murkspark Eel,1
Baku the Mooneater,Murloc Tidehunter,1
Baku the Mooneater,Myra's Unstable Element,1
Baku the Mooneater,Necrium Blade,1
Baku the Mooneater,Northshire Cleric,1
Baku the Mooneater,Novice Engineer,1
Baku the Mooneater,Oaken Summons,1
Baku the Mooneater,Phantom Militia,1
Baku the Mooneater,Play Dead,1
Baku the Mooneater,Polymorph,1
Baku the Mooneater,Potion of Madness,1
Baku the Mooneater,Prince Keleseth,1
Baku the Mooneater,Questing Adventurer,1
Baku the Mooneater,Raven Familiar,1
Baku the Mooneater,Redemption,1
Baku the Mooneater,Rotten Applebaum,1
Baku the Mooneater,Sacred Maul,1
Baku the Mooneater,Sap,1
Baku the Mooneater,Saronite Chain Gang,1
Baku the Mooneater,Security Rover,1
Baku the Mooneater,Shadow Word: Horror,1
Baku the Mooneater,Shadow Word: Pain,1
Baku the Mooneater,SI:7 Agent,1
Baku the Mooneater,Sludge Belcher,1
Baku the Mooneater,Spark,1
Baku the Mooneater,Spirit Lash,1
Baku the Mooneater,Spring Rocket,1
Baku the Mooneater,Tar Lord,1
Baku the Mooneater,The Glass Knight,1
Baku the Mooneater,Thunderhead,1
Baku the Mooneater,Tinkmaster Overspark,1
Baku the Mooneater,Twilight Drake,1
Baku the Mooneater,Un'Goro Pack,1
Baku the Mooneater,Unleash the Hounds,1
Baku the Mooneater,Unstable Evolution,1
Baku the Mooneater,Upgradeable Framebot,1
Baku the Mooneater,Voidlord,1
Baku the Mooneater,Voidwalker,1
Baku the Mooneater,Vulgar Homunculus,1
Baku the Mooneater,Wild Pyromancer,1
Baku the Mooneater,Zap!,1
Baleful Banker,Acolyte of Pain,1
Baleful Banker,Arcane Artificer,1
Baleful Banker,Cold Blood,1
Baleful Banker,Dark Iron Dwarf,1
Baleful Banker,Dire Wolf Alpha,1
Baleful Banker,Doomguard,1
Baleful Banker,Elven Minstrel,1
Baleful Banker,Equality,1
Baleful Banker,Fire Fly,1
Baleful Banker,Flash of Light,1
Baleful Banker,Fungalmancer,1
Baleful Banker,Gnomeferatu,1
Baleful Banker,Grumble,1
Baleful Banker,Hex,1
Baleful Banker,Hooked Reaver,1
Baleful Banker,Kobold Librarian,1
Baleful Banker,Lifedrinker,1
Baleful Banker,Loot Hoarder,1
Baleful Banker,Mana Tide Totem,1
Baleful Banker,Pogo-Hopper,1
Baleful Banker,Rin,1
Baleful Banker,Rotten Applebaum,1
Baleful Banker,Servant of Kalimos,1
Baleful Banker,Shadow Bolt,1
Baleful Banker,Skull of the Man'ari,1
Baleful Banker,Stormwind Champion,1
Baleful Banker,Tar Creeper,1
Baleful Banker,Thoughtsteal,1
Baleful Banker,Uther of the Ebon Blade,1
Baleful Banker,Violet Wurm,1
Baleful Banker,Voodoo Doctor,1
Baleful Banker,Vulgar Homunculus,1
Baleful Banker,Wild Pyromancer,1
Banana Buffoon,Amani War Bear,1
Banana Buffoon,Blizzard,1
Banana Buffoon,Bog Slosher,1
Banana Buffoon,Cave Hydra,1
Banana Buffoon,Circle of Healing,1
Banana Buffoon,Cobalt Scalebane,1
Banana Buffoon,Cone of Cold,1
Banana Buffoon,Daring Fire-Eater,1
Banana Buffoon,Divine Spirit,1
Banana Buffoon,Doubling Imp,1
Banana Buffoon,Eaglehorn Bow,1
Banana Buffoon,Emperor Thaurissan,1
Banana Buffoon,Eternal Servitude,1
Banana Buffoon,Flame Geyser,1
Banana Buffoon,Frog,1
Banana Buffoon,Frostbolt,1
Banana Buffoon,Fungalmancer,1
Banana Buffoon,Gadgetzan Auctioneer,1
Banana Buffoon,High Priest Thekal,1
Banana Buffoon,Hoarding Dragon,1
Banana Buffoon,Landscaping,1
Banana Buffoon,Loot Hoarder,1
Banana Buffoon,Mad Scientist,1
Banana Buffoon,Mass Dispel,1
Banana Buffoon,Microtech Controller,1
Banana Buffoon,Murloc Raider,1
Banana Buffoon,Necrium Blade,1
Banana Buffoon,Plated Beetle,1
Banana Buffoon,Primordial Glyph,1
Banana Buffoon,Pyromaniac,1
Banana Buffoon,Questing Adventurer,1
Banana Buffoon,Ravasaur Runt,1
Banana Buffoon,Ravencaller,1
Banana Buffoon,Razorpetal,1
Banana Buffoon,Research Project,1
Banana Buffoon,Righteous Protector,1
Banana Buffoon,Sap,1
Banana Buffoon,Saronite Taskmaster,1
Banana Buffoon,Shadow Ascendant,1
Banana Buffoon,Shadow Visions,1
Banana Buffoon,Shadowstep,1
Banana Buffoon,Ship's Cannon,1
Banana Buffoon,SI:7 Agent,1
Banana Buffoon,Snake Trap,1
Banana Buffoon,Sorcerer's Apprentice,1
Banana Buffoon,Spring Rocket,1
Banana Buffoon,Stargazer Luna,1
Banana Buffoon,Steel Rager,1
Banana Buffoon,Stonehill Defender,1
Banana Buffoon,Stubborn Gastropod,1
Banana Buffoon,Sunkeeper Tarim,1
Banana Buffoon,The Lich King,1
Banana Buffoon,Time Out!,1
Banana Buffoon,Tortollan Shellraiser,1
Banana Buffoon,Town Crier,1
Banana Buffoon,Tuskarr Fisherman,1
Banana Buffoon,Voodoo Doctor,1
Banana Buffoon,Wandering Monster,1
Banana Buffoon,Weaponized Piñata,1
Banana Buffoon,Wing Blast,1
Banana Buffoon,Witchwood Grizzly,1
Bananas,Al'Akir the Windlord,1
Bananas,Aluneth,1
Bananas,Animal Companion,1
Bananas,Anti-Magic Shell,1
Bananas,Arcane Dynamo,1
Bananas,Arcanologist,1
Bananas,Arena Fanatic,1
Bananas,Awaken the Makers,1
Bananas,Binding Heal,1
Bananas,Blizzard,1
Bananas,Bright-Eyed Scout,1
Bananas,Chillwind Yeti,1
Bananas,Cinderstorm,1
Bananas,Cobalt Scalebane,1
Bananas,Cursed Disciple,1
Bananas,Daring Fire-Eater,1
Bananas,Death and Decay,1
Bananas,Demonic Project,1
Bananas,Dire Frenzy,1
Bananas,Doom Pact,1
Bananas,Dr. Boom,1
Bananas,Dragon Roar,1
Bananas,Dragonmaw Scorcher,1
Bananas,Eaglehorn Bow,1
Bananas,Earthen Ring Farseer,1
Bananas,Elise the Trailblazer,1
Bananas,Extra Arms,1
Bananas,Fire Plume Phoenix,1
Bananas,Flame Elemental,1
Bananas,Frothing Berserker,1
Bananas,Glacial Shard,1
Bananas,Greater Diamond Spellstone,1
Bananas,Healing Rain,1
Bananas,Holy Smite,1
Bananas,Hyldnir Frostrider,1
Bananas,Ice Barrier,1
Bananas,Igneous Elemental,1
Bananas,Jeweled Macaw,1
Bananas,Knife Juggler,1
Bananas,Kobold Librarian,1
Bananas,Lifedrinker,1
Bananas,Lyra the Sunshard,1
Bananas,Mass Hysteria,1
Bananas,Mirror Image,1
Bananas,Molten Reflection,1
Bananas,More Arms!,1
Bananas,Mossy Horror,1
Bananas,Northshire Cleric,1
Bananas,Novice Engineer,1
Bananas,Omega Assembly,1
Bananas,Primordial Glyph,1
Bananas,Pyros,1
Bananas,Radiant Elemental,1
Bananas,Ravencaller,1
Bananas,Rockpool Hunter,1
Bananas,Sap,1
Bananas,Saronite Chain Gang,1
Bananas,Saronite Taskmaster,1
Bananas,Sated Threshadon,1
Bananas,Secret Plan,1
Bananas,Shadow Visions,1
Bananas,Shadow Word: Pain,1
Bananas,Shadowstep,1
Bananas,Shield Block,1
Bananas,Shimmering Tempest,1
Bananas,Silver Hand Recruit,1
Bananas,Skulking Geist,1
Bananas,Snipe,1
Bananas,Sorcerer's Apprentice,1
Bananas,Spellbreaker,1
Bananas,Spirit Lash,1
Bananas,Springpaw,1
Bananas,Steam Surger,1
Bananas,Steel Rager,1
Bananas,Stonehill Defender,1
Bananas,Stoneskin Basilisk,1
Bananas,Stonetusk Boar,1
Bananas,Sulfuras,1
Bananas,Voodoo Doctor,1
Bananas,Wild Growth,1
Bananas,Witch's Cauldron,1
Bananas,Zola the Gorgon,1
Barkskin,Acidic Swamp Ooze,1
Barkskin,Acolyte of Pain,1
Barkskin,Lesser Amethyst Spellstone,1
Barkskin,Nourish,1
Barkskin,Ravasaur Runt,1
Barkskin,Shroom Brewer,1
Barkskin,Stegodon,1
Barkskin,Sunborne Val'kyr,1
Barnes,Animal Companion,1
Barnes,Annoy-o-Tron,1
Barnes,Anti-Magic Shell,1
Barnes,Arena Fanatic,1
Barnes,Augmented Elekk,1
Barnes,Aya Blackpaw,1
Barnes,Baron Geddon,1
Barnes,Bluegill Warrior,1
Barnes,Bone Drake,1
Barnes,Brann Bronzebeard,1
Barnes,Carnivorous Cube,1
Barnes,Cheat Death,1
Barnes,Clockwork Gnome,1
Barnes,Coldlight Oracle,1
Barnes,Crystalline Oracle,1
Barnes,Dead Ringer,1
Barnes,Death Coil,1
Barnes,Deathlord,1
Barnes,Defile,1
Barnes,Diamond Spellstone,1
Barnes,Dirty Rat,1
Barnes,Dragonfire Potion,1
Barnes,Earthen Might,1
Barnes,Equality,1
Barnes,Fan of Knives,1
Barnes,Frog,1
Barnes,Frothing Berserker,1
Barnes,Gadgetzan Auctioneer,1
Barnes,Hunter's Mark,1
Barnes,Ice Block,1
Barnes,Igneous Elemental,1
Barnes,Kill Command,1
Barnes,Kobold Librarian,1
Barnes,Lightbomb,1
Barnes,Lightning Storm,1
Barnes,Mad Scientist,1
Barnes,Maelstrom Portal,1
Barnes,Mana Tide Totem,1
Barnes,Mechwarper,1
Barnes,Mind Vision,1
Barnes,Misdirection,1
Barnes,Muster for Battle,1
Barnes,N'Zoth's First Mate,1
Barnes,Oaken Summons,1
Barnes,Piloted Shredder,1
Barnes,Primordial Glyph,1
Barnes,Radiant Elemental,1
Barnes,Sea Giant,1
Barnes,Sonya Shadowdancer,1
Barnes,Sylvanas Windrunner,1
Barnes,Test Subject,1
Barnes,Topsy Turvy,1
Barnes,Tracking,1
Barnes,Unleash the Hounds,1
Barnes,Voidcaller,1
Barnes,Wild Growth,1
Baron Geddon,Animal Companion,1
Baron Geddon,Arcane Explosion,1
Baron Geddon,Arcane Intellect,1
Baron Geddon,Arcane Keysmith,1
Baron Geddon,Astral Rift,1
Baron Geddon,Blackwald Pixie,1
Baron Geddon,Bright-Eyed Scout,1
Baron Geddon,Charged Devilsaur,1
Baron Geddon,Counterspell,1
Baron Geddon,Crystalline Oracle,1
Baron Geddon,Deadly Shot,1
Baron Geddon,Doomsayer,1
Baron Geddon,Dragoncaller Alanna,1
Baron Geddon,Elementary Reaction,1
Baron Geddon,Equality,1
Baron Geddon,Explosive Runes,1
Baron Geddon,Fire Fly,1
Baron Geddon,Flash of Light,1
Baron Geddon,Genn Greymane,1
Baron Geddon,Giant Wasp,1
Baron Geddon,Gilded Gargoyle,1
Baron Geddon,Gluttonous Ooze,1
Baron Geddon,Guild Recruiter,1
Baron Geddon,Ironbeak Owl,1
Baron Geddon,Jan'alai,1
Baron Geddon,Kalimos,1
Baron Geddon,Lab Recruiter,1
Baron Geddon,Lava Burst,1
Baron Geddon,Lightning Bolt,1
Baron Geddon,Lightning Storm,1
Baron Geddon,Lightwarden,1
Baron Geddon,Loot Hoarder,1
Baron Geddon,Mecha'thun,1
Baron Geddon,Mossy Horror,1
Baron Geddon,Murkspark Eel,1
Baron Geddon,Plated Beetle,1
Baron Geddon,Pyromaniac,1
Baron Geddon,Research Project,1
Baron Geddon,Sap,1
Baron Geddon,Secret Plan,1
Baron Geddon,Shadow Word: Death,1
Baron Geddon,Shimmering Tempest,1
Baron Geddon,Shooting Star,1
Baron Geddon,Shrink Ray,1
Baron Geddon,Sindragosa,1
Baron Geddon,Skulking Geist,1
Baron Geddon,Spiteful Summoner,1
Baron Geddon,Stargazer Luna,1
Baron Geddon,Stormforged Axe,1
Baron Geddon,Sunwalker,1
Baron Geddon,Swipe,1
Baron Geddon,Tidal Surge,1
Baron Geddon,Tracking,1
Baron Geddon,Tuskarr Fisherman,1
Baron Geddon,Twilight Drake,1
Baron Geddon,Unstable Evolution,1
Baron Geddon,Venomstrike Trap,1
Baron Geddon,Volatile Elemental,1
Baron Geddon,Zap!,1
Baron Geddon,Zola the Gorgon,1
Battle Rage,Bonemare,1
Battle Rage,Brann Bronzebeard,1
Battle Rage,Brawl,1
Battle Rage,Bright-Eyed Scout,1
Battle Rage,Carnivorous Cube,1
Battle Rage,Chillwind Yeti,1
Battle Rage,Cornered Sentry,1
Battle Rage,Cult Master,1
Battle Rage,Death Grip,1
Battle Rage,Devilsaur Egg,1
Battle Rage,Dire Wolf Alpha,1
Battle Rage,Dirty Rat,1
Battle Rage,Dragonmaw Scorcher,1
Battle Rage,Dragonslayer,1
Battle Rage,Dread Corsair,1
Battle Rage,Drywhisker Armorer,1
Battle Rage,Eggnapper,1
Battle Rage,Elven Minstrel,1
Battle Rage,Eternium Rover,1
Battle Rage,Fire Fly,1
Battle Rage,Flame Elemental,1
Battle Rage,Fungal Enchanter,1
Battle Rage,Gemstudded Golem,1
Battle Rage,Giant Wasp,1
Battle Rage,Giggling Inventor,1
Battle Rage,Kor'kron Elite,1
Battle Rage,Loatheb,1
Battle Rage,Mad Bomber,1
Battle Rage,Malygos,1
Battle Rage,Mecharoo,1
Battle Rage,Microtech Controller,1
Battle Rage,Raptor Hatchling,1
Battle Rage,Ravencaller,1
Battle Rage,Scaleworm,1
Battle Rage,Shield Slam,1
Battle Rage,Ship's Cannon,1
Battle Rage,Shroom Brewer,1
Battle Rage,Spring Rocket,1
Battle Rage,Springpaw,1
Battle Rage,Stoneskin Basilisk,1
Battle Rage,Supercollider,1
Battle Rage,Upgrade!,1
Battle Rage,Vilespine Slayer,1
Battle Rage,Wargear,1
Battle Rage,Weapons Project,1
Battle Rage,Witchwood Grizzly,1
Beakered Lightning,Arcane Artificer,1
Beakered Lightning,Argent Commander,1
Beakered Lightning,Argent Squire,1
Beakered Lightning,Avalanche,1
Beakered Lightning,Beakered Lightning,1
Beakered Lightning,Blazing Invocation,1
Beakered Lightning,Blink Fox,1
Beakered Lightning,Bloodmage Thalnos,1
Beakered Lightning,Cobalt Scalebane,1
Beakered Lightning,Crushing Hand,1
Beakered Lightning,Dire Wolf Alpha,1
Beakered Lightning,Earth Elemental,1
Beakered Lightning,Earth Shock,1
Beakered Lightning,Earthen Ring Farseer,1
Beakered Lightning,Elementary Reaction,1
Beakered Lightning,Elise the Trailblazer,1
Beakered Lightning,Fallen Sun Cleric,1
Beakered Lightning,Fire Fly,1
Beakered Lightning,Fire Plume Phoenix,1
Beakered Lightning,Flame Elemental,1
Beakered Lightning,Forked Lightning,1
Beakered Lightning,Fungalmancer,1
Beakered Lightning,Furious Ettin,1
Beakered Lightning,Galvanizer,1
Beakered Lightning,Glow-Tron,1
Beakered Lightning,Hagatha the Witch,1
Beakered Lightning,Harrison Jones,1
Beakered Lightning,Hot Spring Guardian,1
Beakered Lightning,Hydrologist,1
Beakered Lightning,Juicy Psychmelon,1
Beakered Lightning,King Mukla,1
Beakered Lightning,Knife Juggler,1
